Tweets;Hatespeech
"furchtbare Sendung. wieder mal eine weibliche Vertreterin der türkischen Community, die keinerlei Anstand hatte, Leute nicht - und zwar bewusst - ausreden ließ. ich frage mich immer, warum sitzen da nie Asiaten oder Griechen, Leute aus Ex-Yugoslawien etc. WEil diese sich integriert haben und NULL Probleme mit Diskriminierung haben. wer die Frage ""wo kommst du her"" schon als Affront sieht ist entweder eben nicht in der Gesellschaft angekommen oder hat aufgrund der Herkunft Minderwertigkeitskomplexe.";0
puh gut dass dus erklärt hast;0
So schade #HandballWM GER ist raus! |LBR| Dennoch gute Spiele gemacht, tapfer gekämpft!;0
na ja: FFP2 soll 95% der Partikel zurückhalten, die Wirkung der Impfung liegt bei gut 90%, also sind die Masken gar nicht so schlecht;0
???? AFD WÄHLEN FDP BEKÄMPFEN ??????????????;1
Verbotsclaqueure und Propagandajournalisten haben umgehend mit einer Kampagne gegen die querdenkenden und rechtsextremistischen Coronaleugner*innen von #allesdichtmachen begonnen.;1
Fuck Antifa ......mehr gibt es nicht zu sagen , ein Haufen #linksgrünversiffterarbeitsloserinzuchtmenschen .;1
https://www.zdf.de/nachrichten/politik/weissrussland-bezeichnung-belarus-100.html;1
Querdenker haben so oft bewiesen das die noch dümmer können ??;1
Und wissen Sie, manche Menschen schaffen einfach nur deshalb viel Unheil, weil sie sich nicht umfassend INFORMIEREN! Darf man das nicht verurteilen? Manche möchten auch die Wahrheit gar nicht wissen, weil es - wie im Falle derer, die gerne Spenderorgane annehmen wollen, bedeuten würde, dass sie verzichten und selbst sterben müssten. Und das ist unangenehm! Daher … Die Frage ist, was ich nun bewerten darf und was NICHT!;0
Schön wars! Macht doch einfach eins mit 2-3 Unterbezirken. Nicht warten - machen! Du weißt doch, wie es geht. <U+0001F609>;0
ne Spatzen, dafür sind doch Kanonen da, oder?;0
Warum diskutiert man nur von der AfD und nicht über die Antifa die auch gewaltbereit sind und extrem? Im übrigen hatte sich lt. Medien ein Herr von der Behörde unter die Pegida in Dresden gemischt und hat sich unangemessen gegenüber dem verhalten was auch gesendet worden ist. So kann man immer wieder auch Schaden zufügen oder auch den Ruf schädigen.;1
Wenn die Seuche die Seuche reinbringt wird weiter die Seuche hier wachsen;1
Ach so, findet das Vernichten neuwertiger Ware völlig ok. Gut zu wissen, wenn die noch mal von 'Naturschutz' reden oder von bedürftigen Menschen.  Dann wohl auch, dass Amazon trotz Milliardengewinn 0, 00 Steuern bezahlen muss.;0
"Bei ""Staatsfernsehen"" konnte ich dann endgültig zu lesen aufhören.";1
Wenn es der Regierung bei der CO2 Steuer nicht nur um mehr Steuereinnahmen gehen würde,so würde man in Deutschland endlich umweltfreundliche synthetische Kraftstoffe zulassen! Schweden und Finnland haben so ihren CO 2 Ausstoß um 50% verringert!;1
als ob ich genau das was ich kritisiere im tweet danach ernst meinen würde wtf;1
Unglaublich wie die von einem schon unglaublich niedrigen Niveau in den letzten Jahren nochmal ins Bodenlose abgedriftet sind.  Reichelt-Style.#Drecksblatt #HaltDieFresseBild;1
Meine Güte redet die Dame Quatsch! Frauen sind also Feiglinge und Männer zu dumm . Aha;1
Noch gibt es keine offizielle Impfpflicht. Genötigt wird man aber schon, manche sogar sehr heftig.;0
In meinem Kopf trainiert Merkel mit #Baerbock gerade so Mr. Miyagimäßig den Kranich um Präsidenten andere Ländern einfach eine mitzugeben, wenn die ihr blöd kommen.;0
An alle Vollzeit-Hartzer und Aushilfs-Nassauer: |LBR| Um NULLSECHSHUNDERT kommt die FRÜHSCHICHT!!;1
Ich halte dagegen. Wenn #Maaßen für die #AfD antritt Spende ich 20€ an |LBR| #Maaßenistweg #fckAfd #NoNazis;1
"""Ist, wer sich nicht aktiv gegen die Diskriminierung der Frau in der Kirche einsetzt, ein Rassist?"" ne man, aber ein Misogynist. Was für Redakteure arbeiten eigentlich bei die nicht einmal den Unterschied zwischen Rassismus und Misogynie erkennen können..";0
ist die Ard jetzt Sprungbrett für Querdenker und Schwurbler? Darf ein ganzes Land mit den Gez Gebühren das Gehalt für diese Querdenker zahlen? In Indien sterben die Leute auf offener Straße am Virus und hier finanziert das Öffentlich rechtliche so einen Dünnschiss...;1
Grünenwähler sind zumeist junge beeinflussbare Personen, die für betreutes Denken anfällig sind. Ohne das Hofieren der Medien und der Organisationen wären die Grünen unter 5%. Nicht die Kinder gegen von sich aus auf die Straße, sondern die vielen linken Organisationen steuern die Hysterie und die Kinder. Betreutes Denken ist normal geworden.;0
Putin wurde dort drüben rechtmäßig gewählt, die Russen wussten doch auch was sie erwartet. Was geschehen ist, ist trotzdem ein Verbrechen. Komischerweise juckt das ganze moralische bei China, Iran oder Arabien niemand...! Da muss man doch fragen woher diese Unterschiede. Also kommen diese Sanktionsrufe wohl von woanders her und haben hier nur ein willkommenes Ventil gefunden. Ob das zu unseren Gunsten ist wag ich zu bezweifeln. 12 Milliarden in den Sand setzen zu Zeiten von Corona ist zumindest leicht verrückt....;1
Israel begeht in Gaza einen Völkermord, indem es die Menschenrechte ignoriert. Gaza hat sich gerade verteidigt. Gazze ist besetzt. Menschen werden aus ihren Häusern vertrieben. Gib der Gazza eine Stimme! #HearGaza;1
Der Alter hat der Ar...auf;1
Ach so vergessen , einen schönen guten Morgen;0
Diese Woche im AZ Aachen: |LBR| Freitag, 23 Uhr: |LBR| Tropical Machine-Party |LBR| Sonntag, 18:30 Uhr: |LBR| Film: Der Kuaför aus der Keupstraße;0
ja genau, ich präferiere Europa. Wir brauchen keine USA.;1
erklären sie uns doch einfach mal warum wir die illegal Geschlepperten meist Integrationsproblematgischen nicht in ihren großen und reichen Nachbarländern unterbringen können, wo sie ihren Steinzeitglauben leben können!! Die schlimmste Gewaltwelle erleben wir doch in D durch solche Menschen, denen wir zu wenig Perspektiven bieten können. Gibt viele kluge Köpfe, die Lösungen beschreiben, wie man die Ursachen bekämpfen kann und Probleme in Herkunftsländern besser lösen könnte.;1
hier lesen Sie!!!! Diesem braunen Schwachkopf Junge gönne ich eine Mittelmeerbootfahrt. Im Gummiboot. Ohne Schwimmweste und schwerer See. Verstehe nicht, warum man so einem degenerierten Trottel Sendezeit einräumt!? Diese Affen präsentieren sich auf so vielfältige Art und Weise und immer dieselbe Scheiße. Lübcke „musste“ sterben und Typen wie der Junge leben weiter. Irgendwie schon nicht ganz nachvollziehbar, was dass Universum so treibt.;1
Was ich schon lange mal wieder sagen wollte: |LBR| IHR KLEINEN HÄSSLICHEN DEGENERIERTEN VERFETTETEN BINSENWOMBATS!!!!;1
Respekt eine weitere Person die Charakter zeigt und nicht zu den Ja Sagern gehört denen Ihre Macht Stellung und Karriere in der Politik wichtiger ist als das wofür die Bevölkerung steht.Steh zu deiner Meinung lass dich nicht verbiegen.;0
wo war der Schalter das wird Satz des Abends...;0
Macrons Antifa heißt „Rot-Schals“. Er der Frau Merkel so mag, hat gelernt. Eine Schlägertruppe geht gegen Gelb Westen vor und klatscht für die Polizei, egal wie brutal diese zuschlägt oder sogar schießt. Es wird im nicht helfen. Geh zu Papi Soros, Emmanuel, aber geh!;1
Wußten Sie, daß Bischöfe nicht aus Kirchensteuern, sondern vom Steuerzahler alimentiert werden? Jährlich  hunderte Millionen Euro. Die will das ändern. Deshalb hetzen sie gegen uns. Allen voran Kardinal #Woelki - Jetzt erst recht #GehtWählen https://t.co/zA8YNMBtcl https://t.co/fKsAv3gfyV;0
"Dann soll er es als ""Regenbogenbinde"" bezeichnen! ""Schwuchtelbinde"" ist nur Wasser auf den Mühlen der Afd-Hasser und der linken Medien! Das wird jetzt wieder so breitgetreten wie der ""Negerschwanz"" von Palmer.";1
Nur damit wir uns verstehen, ?? hier ist der giftige Einstieg.Und der ist nicht von mir;0
"Also, wenn ich eine Pulle Bier kaufe, die vorher im Supermarkt 0,85 Euro (ohne Pfand) gekostet hat und für die ich nun 0,95 Euro (ohne Pfand) dann ist diese Pulle Bier ""teurer als bisher"". Wenn die Pulle Bier so teuer wie ein Wocheneinkauf ist, dann haben Sie eine Vorstellung davon, über welche Summen wir hier reden. Bedenken Sie, dass es IMMER teurer wird, als man dem Wähler vorgaukelt. Ich zum Beispiel werde der Erste sein, der da an die Tür klopfen wird, um mir das Geld anderer Leute abzuholen. Und für den Rest arbeite ich schwarz – so wie Millionen anderer es auch machen werden. Mit Speck fängt man Mäuse. Mit ""Garantiesicherung"" Idioten.";0
Hab ihn bisher nicht leiden können. Finde, er hat durch die Wahlbericbterstattung sehr gewonnen.;1
die Politik ist an allem schuld ....;1
Richtig lesen will gelernt sein.;0
Großen Respekt wie Herr Hallervorden mit der Situation und seinen Mitarbeitern umgeht. Wenn es nach Herrn Lauterbach gehen würde ,würden sie es im stillen Kämmerlein aussitzen.;1
ja.... Leute wie Euch muss es auch geben von wegen Inklusion is gescheitert... Frohes Chanukka ...oder so!<U+0001F923><U+0001F92E><U+0001F92E><U+0001F92E><U+0001F92E><U+0001F92E>;1
Es geht darum was der Makler sich rein zieht.;0
Mit diesem Personal wird die SPD unter die 5% Klausel fallen.;0
ich bin aber Linksgrünversiffter, und schaff das nicht alleine... 😭😭😭😂 Kleiner Tipp, sie hätten ihren YouTube Link, schneller löschen sollen! 😂;0
Die wollen doch nur??verlorenes Vertrauen u Wählerstimmen von der #AfD zurückholen??Niemand wird etwas weggenommen is alles erwirtschaftet und Niemand wird etwas weggenommen??????#KOPFSCHÜTTELNWie gewählt so gelebt;0
Was die #AfD mal wieder bewiesen hat: Das einzige was die ArschgeigenFürDummhausen können ist Scheiße labern. Anständige Menschen setzten sich dafür auf die Schüssel aber AfDler sind selbst dafür zu dämlich;1
Aber: wird dort richtig gegendert und gibt auf jeder Ebene genug Quotenplätze?  SCNR#gendergaga und #Quotenwahnsinn in ???? gehen mir so richtig gegen den Strich! Erreicht jetzt meinen Bekanntenkreis. Finde diese holprige gendersprachpause geradezu kafkaesk! #zuAltFürSoEinScheiss;0
Dann haben Sie es ja schon halb begriffen.Menschen geben ungern erlangten Wohlstand auf.Ein korrektes Menschenbild ist bei der Lösungsfindung hilfreich.Aber man kommt noch dahinter, das Klimaschutz versagt, wenn er ein Feind von Wohlstand sein will.Tragisch, weil unnötig.;0
ging wohl daneben!!;1
Mit Vernunftkraft gegen den Windwahn – Demo am 23.5. 14:30 vor dem Kanzler*innenamt https://t.co/H22XmIgc21 https://t.co/EJ6toqlQ7i;0
Nach dem Tritt in die Magengrube durch das Wahlverhalten der Niederländer, will man nicht den Eindruck erwecken, daß es in Italien ebenso läuft und sich der Stimmenanteil der Lega mal eben auf fast 34% verdoppelt. Immerhin ist bald #Europawahl.;0
Die Grünen sind brandgefährliche Linksradikale die 'bürgerliche Partei' spielen!    „Melonenpartei“ hat Franz Josef Strauß die Grünen früher genannt. „Außen grün, innen rot.“ Wie wahr diese Worte sind, zeigt sich auf höchst beschämende Weise in Bremen.'    https://t.co/QMsBQiUmox;0
Hat aber nix mit Nix zu tun! https://t.co/1JqKgNduLS;0
Hätte Spahn das Gegenteil gesagt, würde diese Dame auch das Gegenteil sagen!;0
Armes Deutschland wir ordnen uns unseren Eroberer freiwillig unter;0
Genial, Rechtsdrehender Ex-Verfassungs“schützer“, der gern für Medien schreibt, die rechtsradikale und antisemitische Beiträge veröffentlichen, spricht zum „Aktionstag gegen Antisemitismus der CDU“. Mehr Satire geht kaum - und mehr Blödheit, liebe auch nicht.;0
Stimmt alle Menschen dieser Erde die etwas böses Vorhaben machen dies in Namen Allahs... Wenn du terrismus allgemein verwendet hättest wäre es ok gewesen aber nicht so.;0
Spahn und Günther wollen europäischen Islam  'Das muss man sich genau anhören'...Die tollen👹Ideen werden immer mehr....den Anfängen....!    https://t.co/zxwiPCE5XB    Über gesendet;1
Ich sage jetzt nicht , was ich jetzt denke. Bitte , rettet den kleinen Kerl.;1
Ich frag mich wo die grau 2002 bei der mithilfe in Ostdeutschland...Dresden...Chemnitz...oder!!!..war...ich war dort hab se .net gesehen...aber ich glaub deutsche sind der nix wert...!!!!☝️ https://t.co/v1rimhf5lB;0
Pipi Langstrumpf ist eher der Nahles zuzuordnen oder anderen linken Spinnern;1
#Italien Sprachunterricht für #Migranten. Ist raus geworfenes Geld. https://t.co/rcRJPvHjM0;0
Und dann wählen Leute die Linke LMAO;0
Nee, natürlich nicht. AfD ist komplett undemokratisch, deshalb sitzt sie mit den Kumpels im Bundestag :);0
"Kehrwoche!  Anni &amp; Else in der Bln. Schreinerstr. müssen den Treppenabsatz allein wischen.  Der Hauswirt wurde republikflüchtig!  Aber die vorbildl. Hausgemeinschaft hat einen Vollpflegevertrag mit der Kommunalen Wohnungsverwaltung  Für ihre gute Arbeit: Nadel für patriot. Leistung🎖️ https://t.co/OMabU5LFs8";0
Heute sollten wir 3 Punkte holen, egal wie. Schwarzgelbe Grüße.;0
Die Tagesschau hat doch völlig vergessen ausführlich zu zeigen, wie sehr die Bürger Macron und Merkel bejubelt haben. Vor allem die Gelbwesten aus Deutschland und Frankreich. Das war sicher nur ein Versehen, denn von den Gelbwesten in Ungarn wurde ausführlich berichtet.;1
Ich bete zu Allah, dass Du einen Mohamed als Schwiegersohn bekommst????????;0
Alles alles Gute und viel Kraft!;0
Ich als FRAU finde es unerträglich, wie dieser Gender-, 3.-Geschlecht-Toilette-, Weiße-Hetero-Männer-Bashing-, Quoten-Quatsch hochgejazzt wird! ICH möchte nicht auf ominöse Weise MEHR Frauen wie Claudia, KGE, Bärboek und... sondern BESSERE, die sich mit den Männern messen können!;1
Völkische, antidemokratische Wahnfantasien eines extrem rechten Akteurs.;1
Inzwischen zwei #Bombenblindgänger im Wörthböschel gefunden. Geplante #Evakuierung am Sonntag, 9. Mai, findet statt. Derzeit Untersuchung von zwei weiteren Verdachtsstellen. Alle Infos unter https://t.co/lqQHsScNey. #BadenBaden #RathausBadenBaden https://t.co/k8zL7sp6CN;0
Soll ich auf deinen weiteren geistigen Dünnschiss wirklich antworten ? Ich überlege und komme zu dem Entschluss , Nö!! Dein geistiges Niveau gleicht dem einer Eintagsfliege. Wobei man dem armen Tier da sogar noch Unrecht tut. Gleich bist du weg.;1
"Und die Dame hat noch mehr drauf. Die ist sozusagen vom Fach... ;) #hatespeech https://t.co/MHThlFqCWe";0
Sorry aber du merkst es echt nicht. Verdrehe hier nicht was ich angeblich gesagt habe. Du kannst es oben nachlesen.... Ich habe nur gesagt: ist der behindert oder was? Das sind ja Querdenker Manieren die du hier aufzieht um deinen Kopf durchzusetzen... Und nochmal...;1
Guten Morgen ihr zwei wunderbaren. ?????????? habt einen schonen 1. Mai.;0
Schöne Pfingsten wünsche ich allen!schöne Tage zum entspannen und sich wieder fit machen für die Schlacht um Deutschland  ach ja den Meldemuschis die mich wieder mal gemeldet haben och ein heißes Pfingsten-möge euer Spatzen Hirn noch mehr schrumpfen und schön klappern in der Birne https://t.co/zM5ym64R0Z;1
Meine Mutter war meistens mit mir zufrieden, danke der Nachfrage. Sie hatte eine Aversion gegen Rechtsradikale.;0
nicht die Grünen! Die sind die schlimmsten! https://www.focus.de/politik/deutschland/schreckliches-versagen-bis-zu-1000-opfer-die-gruenen-waten-reumuetig-durch-den-paedophilie-sumpf_id_4696028.html;1
Der macht mich noch behindert vallah was ein lächerlicher Kerl;1
Glaube ich nicht , die Bundesregierung so wie die Justiz ist so was von Korrupt und arbeiten so fleißig zusammen , das dies nicht erscheinen wird .;1
er benutzt die Worte * Globalismus und Great Reset * das ist nun Antisemitismus ? Aha... Watch Union, Antifa Zeckenbiss und Volksverpetzer werden zu Rate gezogen ?.... Das ist jetzt ihr Ernst Frau Will ???  Gehts noch tiefer ?;0
Scheint so ein Problem der Linken zu sein immer die dümmsten in den Vordergrund zu stellen.;1
der globale Sportlermarkt im Bereich Fußball und nur da, ist komplett aus den Fugen geraten;1
Er hat keine ausgelassen.... 🖊️   😂     https://t.co/t1Ctk6jQ37;0
Die Antifa.Aber egal was oder wie oder wer.Am Ende ist es der Weg. Egal ob Antifa oder sonst wer. Es ist längst fällig. Kommunalpolitiker anzugreifen ist ein bewährtes Mittel. Man kommt an sie leicht ran und bei höher gestellten Politikern geht der Arsch auf Grundeis.;0
Die SPD hat im Osten , aber auch im Westen , soviel Chancen wie Butter in der Sonne. Die im Osten lassen sich von den Sturmtruppen der Linksdrehenden nicht einschüchtern.;1
Man könnte dagegen klagen, wenn sie einem nicht passen.;0
Hier der ⚠ #FAKTENCHECK ! ⚠ 🔻🔻🔻🔻🔻🔻🔻🔻🔻 https://m.facebook.com/story.php?story_fbid=161302631486809&id=100028212202868;0
Was ist mit den Frauen los? - Mehr Frauen in den Bundestag ok, aber doch nicht solche wohlstandsverwahrloste, dumme Naivlinge!;1
Moin zusammen <U+0001F44B><U+0001F44B><U+0001F44B> |LBR| Freitag! Es geht mir von Tag zu Tag in jeglicher Hinsicht immer besser und besser und besser. #MiracleMorning;0
