,Text
174,wenn dich der erschüttern sollteen du mal auf ein querdenker demo gehen -- wenn irgendwelcher asozialer querdenker auf polizist einprügeln oder herr haintz auf frau losgehen -- ganz stark typ --
175,armes kind mit solcher eltern --
176,du weißen -- dass homosexuell sein und sogar mit ein migrantin zusammen leben -- du sein einfach solch ein kind -- -- --
177,der treffen vielleicht für der wähler der afd zu -- aber nicht für der führungspersonal --
178,ein woche hart   lockdown drücken der zahl so stark wie vier woche dillidalli -- können man sich überlegen -- ob man monatelang so weitermachen und menschenleben opfern -- bis herdenimmunität bestehen -- oder einfach mal zwei -- drei woche weitgehend herunterfähren --
179,bullshit -- bzgl. wald    
180,welch ein hirnlos dumm antwort von ihnen -- -- --
181,nö -- der begriff geisteren immer mal wieder rum -- kannst du mir der in eigen verständlich wort sagen --  bitte kein links --
182,laschet sein wie er sein -- aber grundehrlich -- söder sein ein schaumschläger
183,sehr ihr so werden der machen --  respekt gehen raus nach bochum --  t
184,finden ich auch -- der antisemitisch ausschreitung ihr glaubensbrüder und glaubensschwester sollen man auch ganz schnell vergessen und dieser friedfertig muslim vergeben -- stimmen doch -- -- -- 
185,jedoch bezeichnend -- wenn es in der nachricht um drohung und gewalt gegen politiker gehen -- daß ausgerechnet der # afd aussparen werden -- stattdessen stellen ich mit einiger erschütterung fest -- daß man jetzt auch noch personenschutz für dieser unperson finanzieren müssen -- --
186,sie lehnen sich hier mit ihr meinung aber ganz schön weit aus der fenster --   der maaßen antisemitisch inhalt teilen haben lässt such ja nachprüfen -- # neubauer können man arrogant finden -- klima sein nunmal ihr thema -- da haben sich mittlerweile einfach der fachwissen und # laschet nicht
187,ich finden laschet nicht -- schwach -- -- er   bleiben höflich -- selbst wenn ein hysteterischer 5jährig göre völlig frei drehen   weil man ihr nicht sofort ein eis kaufen wenn sie nur laut genug kreischen --
188,der aktuell regierung haben es schaffen -- dass wir jetzt bis 70 arbeiten -- prognose 43 % von nettolohn -- spanier testen mit deutsch geld der 4-tage-woche -- aber wählen sie einfach weiter -- ihr wollen es ja nicht wissen --
189,wo sein denn in deutschland ne klimakrise --
190,du sein niemand --
191,klassisches leerdenker-pr-muster -- da und da sein alle gut -- der realitätscheck sagen dann an ende doch was anderer -- viel spaß mit der hoch inzidenzen in moskau -- aber der dürfen man ja sein zahl-klientel nicht verraten -- wenn sie es raus finden -- nehmen man der nächster land --
192,ihr profilbild mit der der der angst verbreiten haben sein passend -- dann geben es auch weniger profiteur -- # intensivbett
193,wer haben denn verständnis für afd-wähler --
194,scheuer und sein ministerium sein nicht nur einer der groß unfallrisike -- sondern ein korrupt s .. haufen -- der mitsamt der bmwi   deutschland zukunft mit vehemenz kaputt machen -- unfähigkeit pur -- korruption pur -- ignoranz und dummheit in perfektion --
195,der behaupten sie jetzt seit 1 jahr --  der realität zeigen -- dass infektionszahlen in ganz europa -- -- -- -- in sommerhalbjahr sinken -- grund sein der erhöht uv-strahlung -- 
196,ein land voll nazi -- rassist etc -- ihr können mich alle an arsch lecken -- -- bevor vollidioten mich in ein bescheuert schublade ablegen -- jedesmal wenn ich deutschland verlassen -- sein ich automatisch selber ausländer -- der dumme merken nicht -- dass sie instrumentalisieren werden --
197,entweder sein der nur verdammt schlecht kommunizieren oder # laschet   wollen doch in nrw bleiben --  niemand wollen ein -- staat -- der alle regeln -- -- ein entfesselung der wirtschaft sein aber nun wirklich kein zukunftsmodell -- so ein satz haben # merz und # lindner auch hinbekommen -- 
198,der deutsche sein einfach der dümm volk auf der globus -- wir ackern -- zahlen und der rest der welt halten der hand auf -- und denken daran -- wenn ihr dagegen sprecht -- sein ihr recht -- nazi -- usw. --   jeder haben nur angst davor -- so hinstellen zu werden -- lieb zahlen --
199,du checken auch nicht was abgehen oder -- meltem sein der mit der beschiss einstellung  sie missgenderen leute absichtlich -- sein nicht so geil  rassismus sein auch nicht geil ja -- aber weil sie scheiß transphob müll raushauen werden niemand anfangen aller türk*innen zu hassen
200,3 -- 3 --   mein kritiker b. d. # gruener -- # fridaysforfurture    u. in öffentlich-rechtlich fernsehen fordern ich auf -- sich so klar zu recht # israel|s auf selbstverteidigung zu bekennen -- wie ich es tun -- dazu gehören insbe -- d. scharf abgrenzung von d. antisemitisch bds-bewegung --
201,der sein vorprogrammiern --   dieser menschenmasse bekommen man nicht in der griff -- -- versagen auf ganz linie -- der demozug mit 1000d teilnehmer zu stoppen -- was für ein strategie -- b0105
202,-- oder hier ein transsexueller afd politiker --  
203,schauen sie sich auch mal hier der zahl in nrw an -- wo genau nochmal nach migrant sortieren werden --  
204,nur als tipp an rand -- dieser querdenker wollen sich ja nicht impfen lassen weil chip von bill gates drin sein --  und der durch der mrna impfstoff der immunsystem zerstören werden -- oder anderer komisch lustig ding wie bein fallen ab und so --  denken sie mal nach
205,hoffentlich wissen der der afd-ler auch --
206,machst du der dann mit aller faschist -- innen oder nur mit der -- der aussehen als können sie kein deutsch pass haben -- -- spoiler -- viele sein hier gebären und damit auch deutsche --
207,na ja -- der fdp machen was sie immer machen -- sie lavieren sich so durch und versuchen politisch kapital draus zu schlagen -- echt opposition in dieser frage sein der nicht --
208,schütz ja auch nicht vor virus -- der stehen ja auch so in der studie und sein der aktuell stand der wissenschaft -- es verhindern aber selber virum zu übertragen -- der sein auch fakt --
209,wenn man dieser meinung sein -- dann sein es vollkommen zynisch -- sich ein transformation mit aller gewalt entgegen zu stellen --  genau deshalb sein der grüne so gefährlich --
210,# greenpeace entwickeln sich zu ein gruppe von ökotaliban -- der zu durchsetzung ihr ziel auch über leiche gehen --
211,und b1617 sein schon auf der weg und kein politiker in deutschland interessieren es -- 4. welle mit b1617 dann -- # fangtendlichan # harterlockdownjetzt # schulenkitasbüroszu # lebenrett
212,mich irritieren -- dass jemand der corrupt union oder der gelb marktjünger als ernsthaft wahl-option aufführen -- --
213,mein tochter -- 3 -- werden kein gletscher mehr sehen -- dafür völlig verrückt klimaextrem -- nur damit der generation ihr vater schön billig brumm brumm machen können .... ach halten -- in eur populistisch vernebelt kopf geben es gar kein klimawandel -- --
214,warum -- hier mit der finger immer wieder auf der afd zu zeigen wegen -- demo querdenker -- aber selber mit der linke -- black live matter demo mit laufen -- sein doch sehr heucherlich -- und wo werden bei der querde .. antisemitisch äusserung rufen oder zeigen -- können nur ich haben nichts gs
215,und -- oder -- querdenker -- hinstellen bestehen aber ein unterschied -- ich glauben einige haben sich da auch dümmlich naiv & amp -- blauäugig in etwas hineinziehen lassen ohne der angebracht vorsicht walten zu lassen -- der ausnahmezustand begünstigen so etwas vllt auch --  liefers sein hingegen
216,wie damals aus österreich --
217,ich finden der beide aufschrift auf beide plakat unglaublich selbstironisch -- -- zu einer glauben ich aller groß dichter und denker werden euch für der gender * der -- -- zeugen -- und bei der anderer   dürfen anscheinend propaganda draufstehen -- nur halb kein rechte -- -- # 1mai # fckantifa
218,und ich als # afd lerin mussen dieser linksgrün scheiße in # oerr mitbezahlen um mich dann von der propagandist der # ard und # zdf als rechtsextrem betiteln zu lassen .. da können man schon extrem hitzewallung bekommen --  sorry für der ausdruck .. aber manchmal kriegen man zuviel
219,ich glauben nur nicht -- dass ein studium ein per se vor wissenschaftsfeindlich denken schützen -- auch der haben wir in letzter -- dieser jahr beobachten können -- es sein ja nicht so -- als sein klimaleugner*inne -- coronaleugner*inne usw. aller leute -- der nicht studieren haben --
220,schraubendreher -- wenn es um der vermeidung von todesfall durch covid und covidverbreiter gehen -- dann haben der nichts mit respektieren zu tun --
221,sie haben ein master --  außerdem -- der haben sie bereits an 23. november 2020 sagen -- warum diskutieren du es jetzt --  
222,ich meinen natürlich der impfung -- der sich gerade in der testphase befinden und zu zeit datum sammeln werden zu sicherheit :) zu der du dich als versuchskaninche zu verfügung stellen haben -- lohnt es sich für dich wenigstens finanziell --
223,jetzt der dauerkriminelle # bachmann bei # pegida -- startet mit irgend etwas um staatfinanzierter antifa -- behaupten -- dass in berlin grüne in erster front stehen -- wer natürlich ein infam lüge sein -- aber mehr als lüge kennen man von der verbrecher nicht -- # dd0304 # fckpegida
224,du gehen tierisch auf der zeiger mit dein mittelalteransicht -- wenn dir der stoff mit unterschiedlich farbe schon zu viel sein -- nimm # jung und vergrabn euch
225,sein bedouin -- kein araber
226,weidel hetzen -- wer hier hetzen sein gerade sehr gut zu lesen -- der merken auch der bevölkerung -- denn sie sein lange nicht so primitiv als daß sie der nicht merken werden -- --
227,nochmals ganz langsam paul-ehrlich-institut sicherheitsbericht 9 alle klar der sein der quelle aber frag erst mal der correctiv der zerlegen der bericht auch --
228,in unser kampf gegen raffgierig asozial vermieter der von der brd-verfassung schützen werden   sehen wir sich zwingen barrikade zu errichten und brand zu legen --  raus zu revolutionär 1. mai --   # b0105 # antifa
229,und -- -- sein der klein anne frank stolz -- --
230,# illner ich haben auch mal eib chef -- der loyalität verlangen haben und arsch kriechen damit meinen haben -- ich können der nicht -- sie machen der sehr gut -- -- -- --
231,"bayern sein bildungsland -- der hightech agenda heben wissenschaft und forschung in bayern auf ein neu ebene -- mit insgesamt 3,5 mrd. euro schaffen wir 13.000 studienplatz und 1000 professur -- davon allein 100 für ki -- der werden international anerkennen -- "
232,offensichtlich haben du auch kein ahnung -- wer -- diskriminierung -- bedeuten -- und niemand überraschen es --
233,frau weidel sein lesbisch -- haben ein dunkelhäutig partnerin aus sri lanka -- leben in kanton schwyz -- tricksen mit steuersitz in de -- so ein frau werden man in der fdp vermuten -- stattdessen hetzen sie in der afd --  ernsthaft -- der frau haben doch ein persönlichkeitsstörung --
234,falsch verdächtigung -- § 164 stgb --
235,afd -- alice weidel fordern uwe junge nach homophob entgleisung zu parteiaustritt auf  
236,natürlich sein es der merkel und der kohl der herr sauer haben auch in der haus gewohnen wie eur gondosch der mittelbach der schenk und der wagner -- ihr wirten alle dort und haben der kind zwingen ein baby zu ermorden --
237,der gletscher -- welcher deutschland prägen haben -- sein zu glück schon ne weile weg -- sonst haben ich 50 m eis über haus und der heizkosten kannsten hier nich bezahlen
238,danke -- dass du dieser aktuell hochkochend impfneid mit so deutlich wort hier beschreiben -- gönnen können fallen leider vieler leute sehr schwer -- 
239,unter der politik und ministerium sein selbst der psychisch gesunden völlig daneben -- und korrupt als mann -- eh klar -- mann müssen bei der erbringung von leistung nicht lüge -- und werden aber genau dort betrügen -- durch inszenierung und korruption wie vetternwirtschaft -- hexe
240,haben jemand ernsthaft erwarten -- dass der # fckfdp sich für der leben von anderer -- außer der ihr klientel --   interessiert -- egoismus in reinkultur und menschenverachtend zynismus werden analog # fckafd kaschieren durch ein heuchlerisch sorge um der demokratie -- # pinocchiopartei 
241,oh -- ein dumm nazi-troll  # beggar4blocking --
242,rauer ton -- liegt wohl daran -- dass es noch kein groß lusche als # laschet als # cdu-vorsitzender geben --
243,ich werden nicht aller -- maßnahme verweigerer --   als nazi bezeichnen -- der sein ja auch nur ein teil --  der anderer teil sein hirnlos dummtort -- moralisch bodensatz und leute der gerade mal so der baumschule schaffen haben und sich trotzdem als experte aufspielen --  # b0105
244,klimaschutzgesetz -- wenn man so ein scheiße schon lesen -- sein es nicht verwunderlich -- dass der fff und duh-nahe spd in der bedeutungslosigkeit rutschen -- und damit auch endlich brandstifter wie sie -- absolut verdienen --
245,wer wissen .. dieser elite sein hinterhältig -- und dann noch ein asylbewerberin
246,oh -- es geben auch -- unnormale-heteros -- -- wie dich -- -- -- -- -- -- -- --
247,wann haben sie genau nochmal ihr studium in bereich virologie und epidemiologie machen --
248,warum sein es -- der übel -- -- mit vorindustriell landwirtschaft können man der bevölkerungszahl heute gar nicht ernähren --   geschweige noch dabei noch natur erhalten -- in sinn der klimaschutz sein es notwendig effizienz umso mehr zu steigern -- um naturbelassen fläche zu maximieren --
